event_key,season,fold_id,current_season_prior_events,prior_candidate_folds,prior_candidate_predictions,aligned_prior_folds,aligned_prior_rows,prior_uniform_mae,prior_weighted_mae,prior_improvement_sec,history_event_keys,dropped_candidate_rows,dropped_default_rows,history_eligible,all_gates_pass,selected_policy,selection_reason,history_scope_gate,history_scope_reason,gate_checkpoint,gate_checkpoint_observed,gate_checkpoint_required,gate_checkpoint_reason,gate_candidate_available,gate_candidate_available_observed,gate_candidate_available_required,gate_candidate_available_reason,gate_current_season,gate_current_season_observed,gate_current_season_required,gate_current_season_reason,gate_prior_folds,gate_prior_folds_observed,gate_prior_folds_required,gate_prior_folds_reason,gate_prior_predictions,gate_prior_predictions_observed,gate_prior_predictions_required,gate_prior_predictions_reason,gate_aligned_folds,gate_aligned_folds_observed,gate_aligned_folds_required,gate_aligned_folds_reason,gate_aligned_rows,gate_aligned_rows_observed,gate_aligned_rows_required,gate_aligned_rows_reason,gate_finite_metrics,gate_finite_metrics_observed,gate_finite_metrics_required,gate_finite_metrics_reason,gate_margin,gate_margin_observed,gate_margin_required,gate_margin_reason,test_season,is_evaluation_event,forecast_hash
2024/barcelona,2024,21,6,15,298,15,298,0.9157663751997642,0.9134719277046834,0.002294447495080787,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/sakhir"", ""2024/suzuka""]",0,0,True,False,uniform,margin_not_met,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,6,5,pass,True,15,5,pass,True,298,100,pass,True,15,5,pass,True,298,100,pass,True,True,True,pass,False,0.002294447495080787,0.05,missing_or_below_requirement,2025,False,fcf9c79fd6104df2fe40a7db887799656731d84ebe334210487261da10f30acf
2024/silverstone,2024,22,7,16,318,16,318,0.8775538323700891,0.8722748554231382,0.005278976946950897,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/sakhir"", ""2024/suzuka""]",0,0,True,False,uniform,margin_not_met,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,7,5,pass,True,16,5,pass,True,318,100,pass,True,16,5,pass,True,318,100,pass,True,True,True,pass,False,0.005278976946950897,0.05,missing_or_below_requirement,2025,False,ea8a2234071aa88f00630a9c8659bcc3440b3965ec0e4ccb318d381b386fd15c
2024/budapest,2024,23,8,17,338,17,338,0.9839199317211009,0.9610920224392925,0.022827909281808445,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka""]",0,0,True,False,uniform,margin_not_met,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,8,5,pass,True,17,5,pass,True,338,100,pass,True,17,5,pass,True,338,100,pass,True,True,True,pass,False,0.022827909281808445,0.05,missing_or_below_requirement,2025,False,32a340235af50648294023c189c653d55fdd55780df110db63bdec7067d924df
2024/zandvoort,2024,24,9,18,358,18,358,0.9601473463772475,0.9385413328025025,0.02160601357474501,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka""]",0,0,True,False,uniform,margin_not_met,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,9,5,pass,True,18,5,pass,True,358,100,pass,True,18,5,pass,True,358,100,pass,True,True,True,pass,False,0.02160601357474501,0.05,missing_or_below_requirement,2025,False,fb1d72b65cd710c7e0096fe073e888dcc5e87636775c76790acdc89975d2d12e
2024/monza,2024,25,10,19,377,19,377,1.1073100194870011,0.959116004026918,0.14819401546008315,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/zandvoort""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,10,5,pass,True,19,5,pass,True,377,100,pass,True,19,5,pass,True,377,100,pass,True,True,True,pass,True,0.14819401546008315,0.05,pass,2025,False,e9a1fddcf63888afcbb006cf8df5d339408c2bd3eb45f0689fe4f998b11fdcff
2024/yas-island,2024,26,11,20,397,20,397,1.064791893671812,0.925404792148144,0.13938710152366796,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/zandvoort""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,11,5,pass,True,20,5,pass,True,397,100,pass,True,20,5,pass,True,397,100,pass,True,True,True,pass,True,0.13938710152366796,0.05,pass,2025,False,a0a4c63b2a231d081b2a72a186fdfa2a86e404e59da5f6a0662691a4cc1838ea
2025/melbourne,2025,27,0,21,417,21,417,1.0325899897872413,0.9016165739622125,0.13097341582502875,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort""]",0,0,False,False,uniform,cold_start,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,False,0,5,missing_or_below_requirement,True,21,5,pass,True,417,100,pass,True,21,5,pass,True,417,100,pass,True,True,True,pass,True,0.13097341582502875,0.05,pass,2025,True,d6876e552e0d3d502bb3745f54d88d50bfb93de96e6a231279c364f02ee44dbf
2025/suzuka,2025,28,1,22,436,22,436,0.99813718938479,0.8711862076991956,0.12695098168559438,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/melbourne""]",0,0,False,False,uniform,cold_start,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,False,1,5,missing_or_below_requirement,True,22,5,pass,True,436,100,pass,True,22,5,pass,True,436,100,pass,True,True,True,pass,True,0.12695098168559438,0.05,pass,2025,True,f310161e788c9b4229e0a19a3de2231889ebad4e449dab36114ee9dfef07a2be
2025/sakhir,2025,29,2,23,456,23,456,0.9808837739656172,0.860110549077918,0.12077322488769926,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/melbourne"", ""2025/suzuka""]",0,0,False,False,uniform,cold_start,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,False,2,5,missing_or_below_requirement,True,23,5,pass,True,456,100,pass,True,23,5,pass,True,456,100,pass,True,True,True,pass,True,0.12077322488769926,0.05,pass,2025,True,22ddbb0f8d6110fa6e797552c76d985f01a2e6535a055f7efccc4931c83796cd
2025/jeddah,2025,30,3,24,476,24,476,0.9635539207022515,0.848778204538146,0.11477571616410553,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/melbourne"", ""2025/sakhir"", ""2025/suzuka""]",0,0,False,False,uniform,cold_start,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,False,3,5,missing_or_below_requirement,True,24,5,pass,True,476,100,pass,True,24,5,pass,True,476,100,pass,True,True,True,pass,True,0.11477571616410553,0.05,pass,2025,True,63ac300bfa910340d8064d4726e9238d9f1fc869b4b48e051edf918e04a0b1b9
2025/imola,2025,31,4,25,496,25,496,0.9384326432855662,0.8273722676211978,0.11106037566436844,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/jeddah"", ""2025/melbourne"", ""2025/sakhir"", ""2025/suzuka""]",0,0,False,False,uniform,cold_start,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,False,4,5,missing_or_below_requirement,True,25,5,pass,True,496,100,pass,True,25,5,pass,True,496,100,pass,True,True,True,pass,True,0.11106037566436844,0.05,pass,2025,True,8a10ae292c5193330c0a2cea2666d654c089d3ac59033df5c28d573d4b725fef
2025/monaco,2025,32,5,26,515,26,515,0.9136363168595869,0.8069709487634438,0.10666536809614313,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/sakhir"", ""2025/suzuka""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,5,5,pass,True,26,5,pass,True,515,100,pass,True,26,5,pass,True,515,100,pass,True,True,True,pass,True,0.10666536809614313,0.05,pass,2025,True,7d2fb62c120c0b3807afc77d2c7d70fbc6fb5e8a310a4993a4391922336e29b0
2025/barcelona,2025,33,6,27,535,27,535,0.9032030090119567,0.7943767747361641,0.10882623427579263,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/sakhir"", ""2025/suzuka""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,6,5,pass,True,27,5,pass,True,535,100,pass,True,27,5,pass,True,535,100,pass,True,True,True,pass,True,0.10882623427579263,0.05,pass,2025,True,b89234bad7ae379cb039a04a220cc4cb7675784a652ff03ea3a91a6fe19102dd
2025/montreal,2025,34,7,28,555,28,555,0.884739943471201,0.7747316196088293,0.11000832386237169,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/barcelona"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/sakhir"", ""2025/suzuka""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,7,5,pass,True,28,5,pass,True,555,100,pass,True,28,5,pass,True,555,100,pass,True,True,True,pass,True,0.11000832386237169,0.05,pass,2025,True,21d185ed9071e25ff6d99c67faf11fcd501bd9e0d4ff2931b7d32466592eb2ef
2025/spielberg,2025,35,8,29,575,29,575,0.8691298678173112,0.7581335772652543,0.11099629055205684,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/barcelona"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/montreal"", ""2025/sakhir"", ""2025/suzuka""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,8,5,pass,True,29,5,pass,True,575,100,pass,True,29,5,pass,True,575,100,pass,True,True,True,pass,True,0.11099629055205684,0.05,pass,2025,True,2ad40c8f5d81fd7de3573c0d5649df15d7d02713b4d30b00fbfea3366a79f0ca
2025/silverstone,2025,36,9,30,595,30,595,0.8892061327076509,0.7426228507900614,0.14658328191758951,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/barcelona"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/montreal"", ""2025/sakhir"", ""2025/spielberg"", ""2025/suzuka""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,9,5,pass,True,30,5,pass,True,595,100,pass,True,30,5,pass,True,595,100,pass,True,True,True,pass,True,0.14658328191758951,0.05,pass,2025,True,ec0ada850e8859d708a30c9695462a8eef27be4b304ff56967090a622c6a8f78
2025/budapest,2025,37,10,31,615,31,615,0.8721107147405177,0.7302063038994215,0.14190441084109617,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/barcelona"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/montreal"", ""2025/sakhir"", ""2025/silverstone"", ""2025/spielberg"", ""2025/suzuka""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,10,5,pass,True,31,5,pass,True,615,100,pass,True,31,5,pass,True,615,100,pass,True,True,True,pass,True,0.14190441084109617,0.05,pass,2025,True,fee28d17f55923e7f3f4dd1046f6c3e289bbc4e0caf29be2c63fa43d4fdeecb6
2025/zandvoort,2025,38,11,32,635,32,635,0.8596434876401312,0.7196730704279525,0.13997041721217873,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/barcelona"", ""2025/budapest"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/montreal"", ""2025/sakhir"", ""2025/silverstone"", ""2025/spielberg"", ""2025/suzuka""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,11,5,pass,True,32,5,pass,True,635,100,pass,True,32,5,pass,True,635,100,pass,True,True,True,pass,True,0.13997041721217873,0.05,pass,2025,True,a912c0e317a503068e8963da1c49108521ec31cf276f52be74887de05cd55644
2025/monza,2025,39,12,33,654,33,654,0.8723858556653903,0.7084980125264178,0.16388784313897253,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/barcelona"", ""2025/budapest"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/montreal"", ""2025/sakhir"", ""2025/silverstone"", ""2025/spielberg"", ""2025/suzuka"", ""2025/zandvoort""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,12,5,pass,True,33,5,pass,True,654,100,pass,True,33,5,pass,True,654,100,pass,True,True,True,pass,True,0.16388784313897253,0.05,pass,2025,True,88437f258134c2eed89119b068dd8283aff1bb85850a8b494f9851dc76c3b462
2025/baku,2025,40,13,34,674,34,674,0.8534552877495295,0.6941164123405091,0.15933887540902036,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/barcelona"", ""2025/budapest"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/montreal"", ""2025/monza"", ""2025/sakhir"", ""2025/silverstone"", ""2025/spielberg"", ""2025/suzuka"", ""2025/zandvoort""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,13,5,pass,True,34,5,pass,True,674,100,pass,True,34,5,pass,True,674,100,pass,True,True,True,pass,True,0.15933887540902036,0.05,pass,2025,True,a5263701656c986c8172dfabb68e7f6c9a441d6f96b6623229aafd876a09dc96
2025/marina-bay,2025,41,14,35,694,35,694,0.9057645550017821,0.6905657546867137,0.21519880031506844,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/baku"", ""2025/barcelona"", ""2025/budapest"", ""2025/imola"", ""2025/jeddah"", ""2025/melbourne"", ""2025/monaco"", ""2025/montreal"", ""2025/monza"", ""2025/sakhir"", ""2025/silverstone"", ""2025/spielberg"", ""2025/suzuka"", ""2025/zandvoort""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,14,5,pass,True,35,5,pass,True,694,100,pass,True,35,5,pass,True,694,100,pass,True,True,True,pass,True,0.21519880031506844,0.05,pass,2025,True,9e2ed981654d473bb1b6ccfe836634421931ee94253a856a3c7d7cb1007b5c02
2025/mexico-city,2025,42,15,36,714,36,714,0.8924227662227303,0.6811443789893321,0.2112783872333982,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/baku"", ""2025/barcelona"", ""2025/budapest"", ""2025/imola"", ""2025/jeddah"", ""2025/marina-bay"", ""2025/melbourne"", ""2025/monaco"", ""2025/montreal"", ""2025/monza"", ""2025/sakhir"", ""2025/silverstone"", ""2025/spielberg"", ""2025/suzuka"", ""2025/zandvoort""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,15,5,pass,True,36,5,pass,True,714,100,pass,True,36,5,pass,True,714,100,pass,True,True,True,pass,True,0.2112783872333982,0.05,pass,2025,True,16438fe8ade0e2461d488536cbbc257169921cf46d0e1acf98ef45a585b0b2cd
2025/las-vegas,2025,43,16,37,734,37,734,0.875950475636072,0.671612925902781,0.204337549733291,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/baku"", ""2025/barcelona"", ""2025/budapest"", ""2025/imola"", ""2025/jeddah"", ""2025/marina-bay"", ""2025/melbourne"", ""2025/mexico-city"", ""2025/monaco"", ""2025/montreal"", ""2025/monza"", ""2025/sakhir"", ""2025/silverstone"", ""2025/spielberg"", ""2025/suzuka"", ""2025/zandvoort""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,16,5,pass,True,37,5,pass,True,734,100,pass,True,37,5,pass,True,734,100,pass,True,True,True,pass,True,0.204337549733291,0.05,pass,2025,True,c538874727b68f5c9277ae2f8efa14ca411e043f88257d5e506d30cd6b7828a2
2025/yas-island,2025,44,17,38,754,38,754,0.9379357926275769,0.7416295677892836,0.1963062248382933,"[""2023/barcelona"", ""2023/budapest"", ""2023/marina-bay"", ""2023/montreal"", ""2023/monza"", ""2023/silverstone"", ""2023/suzuka"", ""2023/yas-island"", ""2023/zandvoort"", ""2024/barcelona"", ""2024/budapest"", ""2024/imola"", ""2024/melbourne"", ""2024/monaco"", ""2024/montreal"", ""2024/monza"", ""2024/sakhir"", ""2024/silverstone"", ""2024/suzuka"", ""2024/yas-island"", ""2024/zandvoort"", ""2025/baku"", ""2025/barcelona"", ""2025/budapest"", ""2025/imola"", ""2025/jeddah"", ""2025/las-vegas"", ""2025/marina-bay"", ""2025/melbourne"", ""2025/mexico-city"", ""2025/monaco"", ""2025/montreal"", ""2025/monza"", ""2025/sakhir"", ""2025/silverstone"", ""2025/spielberg"", ""2025/suzuka"", ""2025/zandvoort""]",0,0,True,True,current_season_only_with_prior,selected_after_prior_evidence,True,strictly_prior_and_settled,True,after_fp3,after_fp3,pass,True,True,True,pass,True,17,5,pass,True,38,5,pass,True,754,100,pass,True,38,5,pass,True,754,100,pass,True,True,True,pass,True,0.1963062248382933,0.05,pass,2025,True,c91e967e53ed0dc8278218e08c4a4b445b12e1a2115d23f26bfd541aaaecd1b0
