test_season,regime,events,rows,uniform_mae,weighted_mae,selected_mae,event_mean_difference,improved_event_fraction,bootstrap_event_ci95
2024,cold_start,5,99,0.5636226986355877,0.5788341018924752,0.5636226986355877,-0.014791590057549814,0.4,"[-0.06144159235022645, 0.01503548209808304]"
2024,post_cold_start,7,139,1.2182550646866623,0.8145007961868864,1.227271103747197,0.4189658699536095,0.7142857142857143,"[0.004980744680293091, 1.144769573652064]"
2024,early_season,4,80,1.0310022281652629,0.9154912058878812,1.0310022281652629,0.11551102227738165,1.0,"[0.025352220952593593, 0.23882906649948688]"
2024,established_season,3,59,1.4721572159021195,0.6775646474397747,1.4933983926718535,0.8235723335219133,0.3333333333333333,"[-0.036038245292962956, 2.5333784720364556]"
2025,cold_start,5,98,0.40747630042252686,0.40424415582582474,0.40747630042252686,0.0034735184710149997,0.4,"[-0.01596123462675913, 0.024948162299645686]"
2025,post_cold_start,13,259,0.9323585715639684,0.5742290076439345,0.5742290076439345,0.3604568863428425,0.7692307692307693,"[0.05844304454179315, 0.7366207066485748]"
2025,early_season,4,80,0.7319368222295625,0.3283819700864124,0.3283819700864124,0.40355485214315,1.0,"[0.1400207932470912, 0.9126892678333308]"
2025,established_season,9,179,1.0219325377469435,0.6841047786193634,0.6841047786193634,0.3413022348760391,0.6666666666666666,"[-0.012556940438427994, 0.8212888920064362]"
