test_season,event_key,step,stage_index,stage,forecast_hash
2025,2023/yas-island,14,5,outcome_revealed,ac26505bfeeec0468b0219c244223daf22361255f322d97643142318466c0945
2025,2023/yas-island,14,6,settled_for_next_event,ac26505bfeeec0468b0219c244223daf22361255f322d97643142318466c0945
2025,2024/sakhir,15,0,legal_information_frozen,70fc74b18290953919576ab81b3656f25d3229e43378e2dce6981c5108978eef
2025,2024/sakhir,15,1,both_candidates_fitted,70fc74b18290953919576ab81b3656f25d3229e43378e2dce6981c5108978eef
2025,2024/sakhir,15,2,shadows_frozen,70fc74b18290953919576ab81b3656f25d3229e43378e2dce6981c5108978eef
2025,2024/sakhir,15,3,prior_gates_evaluated,70fc74b18290953919576ab81b3656f25d3229e43378e2dce6981c5108978eef
2025,2024/sakhir,15,4,selected_forecast_frozen,70fc74b18290953919576ab81b3656f25d3229e43378e2dce6981c5108978eef
2025,2024/sakhir,15,5,outcome_revealed,70fc74b18290953919576ab81b3656f25d3229e43378e2dce6981c5108978eef
2025,2024/sakhir,15,6,settled_for_next_event,70fc74b18290953919576ab81b3656f25d3229e43378e2dce6981c5108978eef
2025,2024/melbourne,16,0,legal_information_frozen,d033fef3e44bee870212c56db68a1e212a4449fdae96e7b80f0a103c1d01eeae
2025,2024/melbourne,16,1,both_candidates_fitted,d033fef3e44bee870212c56db68a1e212a4449fdae96e7b80f0a103c1d01eeae
2025,2024/melbourne,16,2,shadows_frozen,d033fef3e44bee870212c56db68a1e212a4449fdae96e7b80f0a103c1d01eeae
2025,2024/melbourne,16,3,prior_gates_evaluated,d033fef3e44bee870212c56db68a1e212a4449fdae96e7b80f0a103c1d01eeae
2025,2024/melbourne,16,4,selected_forecast_frozen,d033fef3e44bee870212c56db68a1e212a4449fdae96e7b80f0a103c1d01eeae
2025,2024/melbourne,16,5,outcome_revealed,d033fef3e44bee870212c56db68a1e212a4449fdae96e7b80f0a103c1d01eeae
2025,2024/melbourne,16,6,settled_for_next_event,d033fef3e44bee870212c56db68a1e212a4449fdae96e7b80f0a103c1d01eeae
2025,2024/suzuka,17,0,legal_information_frozen,5d64c0d2b40d5337dc4f728943f81d0debf1c66359f2883d3c60865e19cb6343
2025,2024/suzuka,17,1,both_candidates_fitted,5d64c0d2b40d5337dc4f728943f81d0debf1c66359f2883d3c60865e19cb6343
2025,2024/suzuka,17,2,shadows_frozen,5d64c0d2b40d5337dc4f728943f81d0debf1c66359f2883d3c60865e19cb6343
2025,2024/suzuka,17,3,prior_gates_evaluated,5d64c0d2b40d5337dc4f728943f81d0debf1c66359f2883d3c60865e19cb6343
2025,2024/suzuka,17,4,selected_forecast_frozen,5d64c0d2b40d5337dc4f728943f81d0debf1c66359f2883d3c60865e19cb6343
2025,2024/suzuka,17,5,outcome_revealed,5d64c0d2b40d5337dc4f728943f81d0debf1c66359f2883d3c60865e19cb6343
2025,2024/suzuka,17,6,settled_for_next_event,5d64c0d2b40d5337dc4f728943f81d0debf1c66359f2883d3c60865e19cb6343
2025,2024/imola,18,0,legal_information_frozen,67100d5ed5c9451e38c9197166c4cc3d2b50c734dba5e02f6c18c4093a86d871
2025,2024/imola,18,1,both_candidates_fitted,67100d5ed5c9451e38c9197166c4cc3d2b50c734dba5e02f6c18c4093a86d871
2025,2024/imola,18,2,shadows_frozen,67100d5ed5c9451e38c9197166c4cc3d2b50c734dba5e02f6c18c4093a86d871
2025,2024/imola,18,3,prior_gates_evaluated,67100d5ed5c9451e38c9197166c4cc3d2b50c734dba5e02f6c18c4093a86d871
2025,2024/imola,18,4,selected_forecast_frozen,67100d5ed5c9451e38c9197166c4cc3d2b50c734dba5e02f6c18c4093a86d871
2025,2024/imola,18,5,outcome_revealed,67100d5ed5c9451e38c9197166c4cc3d2b50c734dba5e02f6c18c4093a86d871
2025,2024/imola,18,6,settled_for_next_event,67100d5ed5c9451e38c9197166c4cc3d2b50c734dba5e02f6c18c4093a86d871
2025,2024/monaco,19,0,legal_information_frozen,3097c87b5320ff94e4027b1a11562593808b80ecf33b9af4e655f0ab928f096e
2025,2024/monaco,19,1,both_candidates_fitted,3097c87b5320ff94e4027b1a11562593808b80ecf33b9af4e655f0ab928f096e
2025,2024/monaco,19,2,shadows_frozen,3097c87b5320ff94e4027b1a11562593808b80ecf33b9af4e655f0ab928f096e
2025,2024/monaco,19,3,prior_gates_evaluated,3097c87b5320ff94e4027b1a11562593808b80ecf33b9af4e655f0ab928f096e
2025,2024/monaco,19,4,selected_forecast_frozen,3097c87b5320ff94e4027b1a11562593808b80ecf33b9af4e655f0ab928f096e
2025,2024/monaco,19,5,outcome_revealed,3097c87b5320ff94e4027b1a11562593808b80ecf33b9af4e655f0ab928f096e
2025,2024/monaco,19,6,settled_for_next_event,3097c87b5320ff94e4027b1a11562593808b80ecf33b9af4e655f0ab928f096e
2025,2024/montreal,20,0,legal_information_frozen,1379c3bccd28a3d02fdd4f7a67264307838bfe4e74e5c58700d7809eff00f76f
2025,2024/montreal,20,1,both_candidates_fitted,1379c3bccd28a3d02fdd4f7a67264307838bfe4e74e5c58700d7809eff00f76f
2025,2024/montreal,20,2,shadows_frozen,1379c3bccd28a3d02fdd4f7a67264307838bfe4e74e5c58700d7809eff00f76f
2025,2024/montreal,20,3,prior_gates_evaluated,1379c3bccd28a3d02fdd4f7a67264307838bfe4e74e5c58700d7809eff00f76f
2025,2024/montreal,20,4,selected_forecast_frozen,1379c3bccd28a3d02fdd4f7a67264307838bfe4e74e5c58700d7809eff00f76f
2025,2024/montreal,20,5,outcome_revealed,1379c3bccd28a3d02fdd4f7a67264307838bfe4e74e5c58700d7809eff00f76f
2025,2024/montreal,20,6,settled_for_next_event,1379c3bccd28a3d02fdd4f7a67264307838bfe4e74e5c58700d7809eff00f76f
2025,2024/barcelona,21,0,legal_information_frozen,fcf9c79fd6104df2fe40a7db887799656731d84ebe334210487261da10f30acf
2025,2024/barcelona,21,1,both_candidates_fitted,fcf9c79fd6104df2fe40a7db887799656731d84ebe334210487261da10f30acf
2025,2024/barcelona,21,2,shadows_frozen,fcf9c79fd6104df2fe40a7db887799656731d84ebe334210487261da10f30acf
2025,2024/barcelona,21,3,prior_gates_evaluated,fcf9c79fd6104df2fe40a7db887799656731d84ebe334210487261da10f30acf
2025,2024/barcelona,21,4,selected_forecast_frozen,fcf9c79fd6104df2fe40a7db887799656731d84ebe334210487261da10f30acf
2025,2024/barcelona,21,5,outcome_revealed,fcf9c79fd6104df2fe40a7db887799656731d84ebe334210487261da10f30acf
2025,2024/barcelona,21,6,settled_for_next_event,fcf9c79fd6104df2fe40a7db887799656731d84ebe334210487261da10f30acf
2025,2024/silverstone,22,0,legal_information_frozen,ea8a2234071aa88f00630a9c8659bcc3440b3965ec0e4ccb318d381b386fd15c
2025,2024/silverstone,22,1,both_candidates_fitted,ea8a2234071aa88f00630a9c8659bcc3440b3965ec0e4ccb318d381b386fd15c
2025,2024/silverstone,22,2,shadows_frozen,ea8a2234071aa88f00630a9c8659bcc3440b3965ec0e4ccb318d381b386fd15c
2025,2024/silverstone,22,3,prior_gates_evaluated,ea8a2234071aa88f00630a9c8659bcc3440b3965ec0e4ccb318d381b386fd15c
2025,2024/silverstone,22,4,selected_forecast_frozen,ea8a2234071aa88f00630a9c8659bcc3440b3965ec0e4ccb318d381b386fd15c
2025,2024/silverstone,22,5,outcome_revealed,ea8a2234071aa88f00630a9c8659bcc3440b3965ec0e4ccb318d381b386fd15c
2025,2024/silverstone,22,6,settled_for_next_event,ea8a2234071aa88f00630a9c8659bcc3440b3965ec0e4ccb318d381b386fd15c
2025,2024/budapest,23,0,legal_information_frozen,32a340235af50648294023c189c653d55fdd55780df110db63bdec7067d924df
2025,2024/budapest,23,1,both_candidates_fitted,32a340235af50648294023c189c653d55fdd55780df110db63bdec7067d924df
2025,2024/budapest,23,2,shadows_frozen,32a340235af50648294023c189c653d55fdd55780df110db63bdec7067d924df
2025,2024/budapest,23,3,prior_gates_evaluated,32a340235af50648294023c189c653d55fdd55780df110db63bdec7067d924df
2025,2024/budapest,23,4,selected_forecast_frozen,32a340235af50648294023c189c653d55fdd55780df110db63bdec7067d924df
2025,2024/budapest,23,5,outcome_revealed,32a340235af50648294023c189c653d55fdd55780df110db63bdec7067d924df
2025,2024/budapest,23,6,settled_for_next_event,32a340235af50648294023c189c653d55fdd55780df110db63bdec7067d924df
2025,2024/zandvoort,24,0,legal_information_frozen,fb1d72b65cd710c7e0096fe073e888dcc5e87636775c76790acdc89975d2d12e
2025,2024/zandvoort,24,1,both_candidates_fitted,fb1d72b65cd710c7e0096fe073e888dcc5e87636775c76790acdc89975d2d12e
2025,2024/zandvoort,24,2,shadows_frozen,fb1d72b65cd710c7e0096fe073e888dcc5e87636775c76790acdc89975d2d12e
2025,2024/zandvoort,24,3,prior_gates_evaluated,fb1d72b65cd710c7e0096fe073e888dcc5e87636775c76790acdc89975d2d12e
2025,2024/zandvoort,24,4,selected_forecast_frozen,fb1d72b65cd710c7e0096fe073e888dcc5e87636775c76790acdc89975d2d12e
2025,2024/zandvoort,24,5,outcome_revealed,fb1d72b65cd710c7e0096fe073e888dcc5e87636775c76790acdc89975d2d12e
2025,2024/zandvoort,24,6,settled_for_next_event,fb1d72b65cd710c7e0096fe073e888dcc5e87636775c76790acdc89975d2d12e
2025,2024/monza,25,0,legal_information_frozen,e9a1fddcf63888afcbb006cf8df5d339408c2bd3eb45f0689fe4f998b11fdcff
2025,2024/monza,25,1,both_candidates_fitted,e9a1fddcf63888afcbb006cf8df5d339408c2bd3eb45f0689fe4f998b11fdcff
2025,2024/monza,25,2,shadows_frozen,e9a1fddcf63888afcbb006cf8df5d339408c2bd3eb45f0689fe4f998b11fdcff
2025,2024/monza,25,3,prior_gates_evaluated,e9a1fddcf63888afcbb006cf8df5d339408c2bd3eb45f0689fe4f998b11fdcff
2025,2024/monza,25,4,selected_forecast_frozen,e9a1fddcf63888afcbb006cf8df5d339408c2bd3eb45f0689fe4f998b11fdcff
2025,2024/monza,25,5,outcome_revealed,e9a1fddcf63888afcbb006cf8df5d339408c2bd3eb45f0689fe4f998b11fdcff
2025,2024/monza,25,6,settled_for_next_event,e9a1fddcf63888afcbb006cf8df5d339408c2bd3eb45f0689fe4f998b11fdcff
2025,2024/yas-island,26,0,legal_information_frozen,a0a4c63b2a231d081b2a72a186fdfa2a86e404e59da5f6a0662691a4cc1838ea
2025,2024/yas-island,26,1,both_candidates_fitted,a0a4c63b2a231d081b2a72a186fdfa2a86e404e59da5f6a0662691a4cc1838ea
2025,2024/yas-island,26,2,shadows_frozen,a0a4c63b2a231d081b2a72a186fdfa2a86e404e59da5f6a0662691a4cc1838ea
2025,2024/yas-island,26,3,prior_gates_evaluated,a0a4c63b2a231d081b2a72a186fdfa2a86e404e59da5f6a0662691a4cc1838ea
2025,2024/yas-island,26,4,selected_forecast_frozen,a0a4c63b2a231d081b2a72a186fdfa2a86e404e59da5f6a0662691a4cc1838ea
2025,2024/yas-island,26,5,outcome_revealed,a0a4c63b2a231d081b2a72a186fdfa2a86e404e59da5f6a0662691a4cc1838ea
2025,2024/yas-island,26,6,settled_for_next_event,a0a4c63b2a231d081b2a72a186fdfa2a86e404e59da5f6a0662691a4cc1838ea
2025,2025/melbourne,27,0,legal_information_frozen,d6876e552e0d3d502bb3745f54d88d50bfb93de96e6a231279c364f02ee44dbf
2025,2025/melbourne,27,1,both_candidates_fitted,d6876e552e0d3d502bb3745f54d88d50bfb93de96e6a231279c364f02ee44dbf
2025,2025/melbourne,27,2,shadows_frozen,d6876e552e0d3d502bb3745f54d88d50bfb93de96e6a231279c364f02ee44dbf
2025,2025/melbourne,27,3,prior_gates_evaluated,d6876e552e0d3d502bb3745f54d88d50bfb93de96e6a231279c364f02ee44dbf
2025,2025/melbourne,27,4,selected_forecast_frozen,d6876e552e0d3d502bb3745f54d88d50bfb93de96e6a231279c364f02ee44dbf
2025,2025/melbourne,27,5,outcome_revealed,d6876e552e0d3d502bb3745f54d88d50bfb93de96e6a231279c364f02ee44dbf
2025,2025/melbourne,27,6,settled_for_next_event,d6876e552e0d3d502bb3745f54d88d50bfb93de96e6a231279c364f02ee44dbf
2025,2025/suzuka,28,0,legal_information_frozen,f310161e788c9b4229e0a19a3de2231889ebad4e449dab36114ee9dfef07a2be
2025,2025/suzuka,28,1,both_candidates_fitted,f310161e788c9b4229e0a19a3de2231889ebad4e449dab36114ee9dfef07a2be
2025,2025/suzuka,28,2,shadows_frozen,f310161e788c9b4229e0a19a3de2231889ebad4e449dab36114ee9dfef07a2be
2025,2025/suzuka,28,3,prior_gates_evaluated,f310161e788c9b4229e0a19a3de2231889ebad4e449dab36114ee9dfef07a2be
2025,2025/suzuka,28,4,selected_forecast_frozen,f310161e788c9b4229e0a19a3de2231889ebad4e449dab36114ee9dfef07a2be
2025,2025/suzuka,28,5,outcome_revealed,f310161e788c9b4229e0a19a3de2231889ebad4e449dab36114ee9dfef07a2be
2025,2025/suzuka,28,6,settled_for_next_event,f310161e788c9b4229e0a19a3de2231889ebad4e449dab36114ee9dfef07a2be
2025,2025/sakhir,29,0,legal_information_frozen,22ddbb0f8d6110fa6e797552c76d985f01a2e6535a055f7efccc4931c83796cd
2025,2025/sakhir,29,1,both_candidates_fitted,22ddbb0f8d6110fa6e797552c76d985f01a2e6535a055f7efccc4931c83796cd
2025,2025/sakhir,29,2,shadows_frozen,22ddbb0f8d6110fa6e797552c76d985f01a2e6535a055f7efccc4931c83796cd
2025,2025/sakhir,29,3,prior_gates_evaluated,22ddbb0f8d6110fa6e797552c76d985f01a2e6535a055f7efccc4931c83796cd
2025,2025/sakhir,29,4,selected_forecast_frozen,22ddbb0f8d6110fa6e797552c76d985f01a2e6535a055f7efccc4931c83796cd
2025,2025/sakhir,29,5,outcome_revealed,22ddbb0f8d6110fa6e797552c76d985f01a2e6535a055f7efccc4931c83796cd
2025,2025/sakhir,29,6,settled_for_next_event,22ddbb0f8d6110fa6e797552c76d985f01a2e6535a055f7efccc4931c83796cd
2025,2025/jeddah,30,0,legal_information_frozen,63ac300bfa910340d8064d4726e9238d9f1fc869b4b48e051edf918e04a0b1b9
2025,2025/jeddah,30,1,both_candidates_fitted,63ac300bfa910340d8064d4726e9238d9f1fc869b4b48e051edf918e04a0b1b9
2025,2025/jeddah,30,2,shadows_frozen,63ac300bfa910340d8064d4726e9238d9f1fc869b4b48e051edf918e04a0b1b9
2025,2025/jeddah,30,3,prior_gates_evaluated,63ac300bfa910340d8064d4726e9238d9f1fc869b4b48e051edf918e04a0b1b9
2025,2025/jeddah,30,4,selected_forecast_frozen,63ac300bfa910340d8064d4726e9238d9f1fc869b4b48e051edf918e04a0b1b9
2025,2025/jeddah,30,5,outcome_revealed,63ac300bfa910340d8064d4726e9238d9f1fc869b4b48e051edf918e04a0b1b9
2025,2025/jeddah,30,6,settled_for_next_event,63ac300bfa910340d8064d4726e9238d9f1fc869b4b48e051edf918e04a0b1b9
2025,2025/imola,31,0,legal_information_frozen,8a10ae292c5193330c0a2cea2666d654c089d3ac59033df5c28d573d4b725fef
2025,2025/imola,31,1,both_candidates_fitted,8a10ae292c5193330c0a2cea2666d654c089d3ac59033df5c28d573d4b725fef
2025,2025/imola,31,2,shadows_frozen,8a10ae292c5193330c0a2cea2666d654c089d3ac59033df5c28d573d4b725fef
2025,2025/imola,31,3,prior_gates_evaluated,8a10ae292c5193330c0a2cea2666d654c089d3ac59033df5c28d573d4b725fef
2025,2025/imola,31,4,selected_forecast_frozen,8a10ae292c5193330c0a2cea2666d654c089d3ac59033df5c28d573d4b725fef
2025,2025/imola,31,5,outcome_revealed,8a10ae292c5193330c0a2cea2666d654c089d3ac59033df5c28d573d4b725fef
2025,2025/imola,31,6,settled_for_next_event,8a10ae292c5193330c0a2cea2666d654c089d3ac59033df5c28d573d4b725fef
2025,2025/monaco,32,0,legal_information_frozen,7d2fb62c120c0b3807afc77d2c7d70fbc6fb5e8a310a4993a4391922336e29b0
2025,2025/monaco,32,1,both_candidates_fitted,7d2fb62c120c0b3807afc77d2c7d70fbc6fb5e8a310a4993a4391922336e29b0
2025,2025/monaco,32,2,shadows_frozen,7d2fb62c120c0b3807afc77d2c7d70fbc6fb5e8a310a4993a4391922336e29b0
2025,2025/monaco,32,3,prior_gates_evaluated,7d2fb62c120c0b3807afc77d2c7d70fbc6fb5e8a310a4993a4391922336e29b0
2025,2025/monaco,32,4,selected_forecast_frozen,7d2fb62c120c0b3807afc77d2c7d70fbc6fb5e8a310a4993a4391922336e29b0
2025,2025/monaco,32,5,outcome_revealed,7d2fb62c120c0b3807afc77d2c7d70fbc6fb5e8a310a4993a4391922336e29b0
2025,2025/monaco,32,6,settled_for_next_event,7d2fb62c120c0b3807afc77d2c7d70fbc6fb5e8a310a4993a4391922336e29b0
2025,2025/barcelona,33,0,legal_information_frozen,b89234bad7ae379cb039a04a220cc4cb7675784a652ff03ea3a91a6fe19102dd
2025,2025/barcelona,33,1,both_candidates_fitted,b89234bad7ae379cb039a04a220cc4cb7675784a652ff03ea3a91a6fe19102dd
2025,2025/barcelona,33,2,shadows_frozen,b89234bad7ae379cb039a04a220cc4cb7675784a652ff03ea3a91a6fe19102dd
2025,2025/barcelona,33,3,prior_gates_evaluated,b89234bad7ae379cb039a04a220cc4cb7675784a652ff03ea3a91a6fe19102dd
2025,2025/barcelona,33,4,selected_forecast_frozen,b89234bad7ae379cb039a04a220cc4cb7675784a652ff03ea3a91a6fe19102dd
2025,2025/barcelona,33,5,outcome_revealed,b89234bad7ae379cb039a04a220cc4cb7675784a652ff03ea3a91a6fe19102dd
2025,2025/barcelona,33,6,settled_for_next_event,b89234bad7ae379cb039a04a220cc4cb7675784a652ff03ea3a91a6fe19102dd
2025,2025/montreal,34,0,legal_information_frozen,21d185ed9071e25ff6d99c67faf11fcd501bd9e0d4ff2931b7d32466592eb2ef
2025,2025/montreal,34,1,both_candidates_fitted,21d185ed9071e25ff6d99c67faf11fcd501bd9e0d4ff2931b7d32466592eb2ef
2025,2025/montreal,34,2,shadows_frozen,21d185ed9071e25ff6d99c67faf11fcd501bd9e0d4ff2931b7d32466592eb2ef
2025,2025/montreal,34,3,prior_gates_evaluated,21d185ed9071e25ff6d99c67faf11fcd501bd9e0d4ff2931b7d32466592eb2ef
2025,2025/montreal,34,4,selected_forecast_frozen,21d185ed9071e25ff6d99c67faf11fcd501bd9e0d4ff2931b7d32466592eb2ef
2025,2025/montreal,34,5,outcome_revealed,21d185ed9071e25ff6d99c67faf11fcd501bd9e0d4ff2931b7d32466592eb2ef
2025,2025/montreal,34,6,settled_for_next_event,21d185ed9071e25ff6d99c67faf11fcd501bd9e0d4ff2931b7d32466592eb2ef
2025,2025/spielberg,35,0,legal_information_frozen,2ad40c8f5d81fd7de3573c0d5649df15d7d02713b4d30b00fbfea3366a79f0ca
2025,2025/spielberg,35,1,both_candidates_fitted,2ad40c8f5d81fd7de3573c0d5649df15d7d02713b4d30b00fbfea3366a79f0ca
2025,2025/spielberg,35,2,shadows_frozen,2ad40c8f5d81fd7de3573c0d5649df15d7d02713b4d30b00fbfea3366a79f0ca
2025,2025/spielberg,35,3,prior_gates_evaluated,2ad40c8f5d81fd7de3573c0d5649df15d7d02713b4d30b00fbfea3366a79f0ca
2025,2025/spielberg,35,4,selected_forecast_frozen,2ad40c8f5d81fd7de3573c0d5649df15d7d02713b4d30b00fbfea3366a79f0ca
2025,2025/spielberg,35,5,outcome_revealed,2ad40c8f5d81fd7de3573c0d5649df15d7d02713b4d30b00fbfea3366a79f0ca
2025,2025/spielberg,35,6,settled_for_next_event,2ad40c8f5d81fd7de3573c0d5649df15d7d02713b4d30b00fbfea3366a79f0ca
2025,2025/silverstone,36,0,legal_information_frozen,ec0ada850e8859d708a30c9695462a8eef27be4b304ff56967090a622c6a8f78
2025,2025/silverstone,36,1,both_candidates_fitted,ec0ada850e8859d708a30c9695462a8eef27be4b304ff56967090a622c6a8f78
2025,2025/silverstone,36,2,shadows_frozen,ec0ada850e8859d708a30c9695462a8eef27be4b304ff56967090a622c6a8f78
2025,2025/silverstone,36,3,prior_gates_evaluated,ec0ada850e8859d708a30c9695462a8eef27be4b304ff56967090a622c6a8f78
2025,2025/silverstone,36,4,selected_forecast_frozen,ec0ada850e8859d708a30c9695462a8eef27be4b304ff56967090a622c6a8f78
2025,2025/silverstone,36,5,outcome_revealed,ec0ada850e8859d708a30c9695462a8eef27be4b304ff56967090a622c6a8f78
2025,2025/silverstone,36,6,settled_for_next_event,ec0ada850e8859d708a30c9695462a8eef27be4b304ff56967090a622c6a8f78
2025,2025/budapest,37,0,legal_information_frozen,fee28d17f55923e7f3f4dd1046f6c3e289bbc4e0caf29be2c63fa43d4fdeecb6
2025,2025/budapest,37,1,both_candidates_fitted,fee28d17f55923e7f3f4dd1046f6c3e289bbc4e0caf29be2c63fa43d4fdeecb6
2025,2025/budapest,37,2,shadows_frozen,fee28d17f55923e7f3f4dd1046f6c3e289bbc4e0caf29be2c63fa43d4fdeecb6
2025,2025/budapest,37,3,prior_gates_evaluated,fee28d17f55923e7f3f4dd1046f6c3e289bbc4e0caf29be2c63fa43d4fdeecb6
2025,2025/budapest,37,4,selected_forecast_frozen,fee28d17f55923e7f3f4dd1046f6c3e289bbc4e0caf29be2c63fa43d4fdeecb6
2025,2025/budapest,37,5,outcome_revealed,fee28d17f55923e7f3f4dd1046f6c3e289bbc4e0caf29be2c63fa43d4fdeecb6
2025,2025/budapest,37,6,settled_for_next_event,fee28d17f55923e7f3f4dd1046f6c3e289bbc4e0caf29be2c63fa43d4fdeecb6
2025,2025/zandvoort,38,0,legal_information_frozen,a912c0e317a503068e8963da1c49108521ec31cf276f52be74887de05cd55644
2025,2025/zandvoort,38,1,both_candidates_fitted,a912c0e317a503068e8963da1c49108521ec31cf276f52be74887de05cd55644
2025,2025/zandvoort,38,2,shadows_frozen,a912c0e317a503068e8963da1c49108521ec31cf276f52be74887de05cd55644
2025,2025/zandvoort,38,3,prior_gates_evaluated,a912c0e317a503068e8963da1c49108521ec31cf276f52be74887de05cd55644
2025,2025/zandvoort,38,4,selected_forecast_frozen,a912c0e317a503068e8963da1c49108521ec31cf276f52be74887de05cd55644
2025,2025/zandvoort,38,5,outcome_revealed,a912c0e317a503068e8963da1c49108521ec31cf276f52be74887de05cd55644
2025,2025/zandvoort,38,6,settled_for_next_event,a912c0e317a503068e8963da1c49108521ec31cf276f52be74887de05cd55644
2025,2025/monza,39,0,legal_information_frozen,88437f258134c2eed89119b068dd8283aff1bb85850a8b494f9851dc76c3b462
2025,2025/monza,39,1,both_candidates_fitted,88437f258134c2eed89119b068dd8283aff1bb85850a8b494f9851dc76c3b462
2025,2025/monza,39,2,shadows_frozen,88437f258134c2eed89119b068dd8283aff1bb85850a8b494f9851dc76c3b462
2025,2025/monza,39,3,prior_gates_evaluated,88437f258134c2eed89119b068dd8283aff1bb85850a8b494f9851dc76c3b462
2025,2025/monza,39,4,selected_forecast_frozen,88437f258134c2eed89119b068dd8283aff1bb85850a8b494f9851dc76c3b462
2025,2025/monza,39,5,outcome_revealed,88437f258134c2eed89119b068dd8283aff1bb85850a8b494f9851dc76c3b462
2025,2025/monza,39,6,settled_for_next_event,88437f258134c2eed89119b068dd8283aff1bb85850a8b494f9851dc76c3b462
2025,2025/baku,40,0,legal_information_frozen,a5263701656c986c8172dfabb68e7f6c9a441d6f96b6623229aafd876a09dc96
2025,2025/baku,40,1,both_candidates_fitted,a5263701656c986c8172dfabb68e7f6c9a441d6f96b6623229aafd876a09dc96
2025,2025/baku,40,2,shadows_frozen,a5263701656c986c8172dfabb68e7f6c9a441d6f96b6623229aafd876a09dc96
2025,2025/baku,40,3,prior_gates_evaluated,a5263701656c986c8172dfabb68e7f6c9a441d6f96b6623229aafd876a09dc96
2025,2025/baku,40,4,selected_forecast_frozen,a5263701656c986c8172dfabb68e7f6c9a441d6f96b6623229aafd876a09dc96
2025,2025/baku,40,5,outcome_revealed,a5263701656c986c8172dfabb68e7f6c9a441d6f96b6623229aafd876a09dc96
2025,2025/baku,40,6,settled_for_next_event,a5263701656c986c8172dfabb68e7f6c9a441d6f96b6623229aafd876a09dc96
2025,2025/marina-bay,41,0,legal_information_frozen,9e2ed981654d473bb1b6ccfe836634421931ee94253a856a3c7d7cb1007b5c02
2025,2025/marina-bay,41,1,both_candidates_fitted,9e2ed981654d473bb1b6ccfe836634421931ee94253a856a3c7d7cb1007b5c02
2025,2025/marina-bay,41,2,shadows_frozen,9e2ed981654d473bb1b6ccfe836634421931ee94253a856a3c7d7cb1007b5c02
2025,2025/marina-bay,41,3,prior_gates_evaluated,9e2ed981654d473bb1b6ccfe836634421931ee94253a856a3c7d7cb1007b5c02
2025,2025/marina-bay,41,4,selected_forecast_frozen,9e2ed981654d473bb1b6ccfe836634421931ee94253a856a3c7d7cb1007b5c02
2025,2025/marina-bay,41,5,outcome_revealed,9e2ed981654d473bb1b6ccfe836634421931ee94253a856a3c7d7cb1007b5c02
2025,2025/marina-bay,41,6,settled_for_next_event,9e2ed981654d473bb1b6ccfe836634421931ee94253a856a3c7d7cb1007b5c02
2025,2025/mexico-city,42,0,legal_information_frozen,16438fe8ade0e2461d488536cbbc257169921cf46d0e1acf98ef45a585b0b2cd
2025,2025/mexico-city,42,1,both_candidates_fitted,16438fe8ade0e2461d488536cbbc257169921cf46d0e1acf98ef45a585b0b2cd
2025,2025/mexico-city,42,2,shadows_frozen,16438fe8ade0e2461d488536cbbc257169921cf46d0e1acf98ef45a585b0b2cd
2025,2025/mexico-city,42,3,prior_gates_evaluated,16438fe8ade0e2461d488536cbbc257169921cf46d0e1acf98ef45a585b0b2cd
2025,2025/mexico-city,42,4,selected_forecast_frozen,16438fe8ade0e2461d488536cbbc257169921cf46d0e1acf98ef45a585b0b2cd
2025,2025/mexico-city,42,5,outcome_revealed,16438fe8ade0e2461d488536cbbc257169921cf46d0e1acf98ef45a585b0b2cd
2025,2025/mexico-city,42,6,settled_for_next_event,16438fe8ade0e2461d488536cbbc257169921cf46d0e1acf98ef45a585b0b2cd
2025,2025/las-vegas,43,0,legal_information_frozen,c538874727b68f5c9277ae2f8efa14ca411e043f88257d5e506d30cd6b7828a2
2025,2025/las-vegas,43,1,both_candidates_fitted,c538874727b68f5c9277ae2f8efa14ca411e043f88257d5e506d30cd6b7828a2
2025,2025/las-vegas,43,2,shadows_frozen,c538874727b68f5c9277ae2f8efa14ca411e043f88257d5e506d30cd6b7828a2
2025,2025/las-vegas,43,3,prior_gates_evaluated,c538874727b68f5c9277ae2f8efa14ca411e043f88257d5e506d30cd6b7828a2
2025,2025/las-vegas,43,4,selected_forecast_frozen,c538874727b68f5c9277ae2f8efa14ca411e043f88257d5e506d30cd6b7828a2
2025,2025/las-vegas,43,5,outcome_revealed,c538874727b68f5c9277ae2f8efa14ca411e043f88257d5e506d30cd6b7828a2
2025,2025/las-vegas,43,6,settled_for_next_event,c538874727b68f5c9277ae2f8efa14ca411e043f88257d5e506d30cd6b7828a2
2025,2025/yas-island,44,0,legal_information_frozen,c91e967e53ed0dc8278218e08c4a4b445b12e1a2115d23f26bfd541aaaecd1b0
2025,2025/yas-island,44,1,both_candidates_fitted,c91e967e53ed0dc8278218e08c4a4b445b12e1a2115d23f26bfd541aaaecd1b0
2025,2025/yas-island,44,2,shadows_frozen,c91e967e53ed0dc8278218e08c4a4b445b12e1a2115d23f26bfd541aaaecd1b0
2025,2025/yas-island,44,3,prior_gates_evaluated,c91e967e53ed0dc8278218e08c4a4b445b12e1a2115d23f26bfd541aaaecd1b0
2025,2025/yas-island,44,4,selected_forecast_frozen,c91e967e53ed0dc8278218e08c4a4b445b12e1a2115d23f26bfd541aaaecd1b0
